City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Sechura,PE,2021-05-23 20:20:20,-5.5569,-80.8222,74.89,65,90,10.94
383,Mizdah,LY,2021-05-23 20:20:21,31.4451,12.9801,75.27,35,56,19.66
384,Kazuno,JP,2021-05-23 20:17:10,40.1836,140.7872,56.41,99,100,5.57
385,Panukulan,PH,2021-05-23 20:20:21,14.9333,121.8144,81.52,77,4,4.45
386,Ndele,CF,2021-05-23 20:20:21,8.4109,20.6473,78.49,60,100,4.99
387,Bulgan,MN,2021-05-23 20:20:22,48.8125,103.5347,33.03,70,49,4.74
388,Parkland,US,2021-05-23 20:20:22,47.1554,-122.434,60.82,78,90,10.36
389,San Pedro,PH,2021-05-23 20:20:22,14.35,121.0167,82.15,85,20,3.71
390,Nalut,LY,2021-05-23 20:20:23,30.3333,10.85,92.95,12,100,8.57
391,Kaeo,NZ,2021-05-23 20:20:23,-35.1,173.7833,58.32,72,100,13.8
392,Bilma,NE,2021-05-23 20:20:23,18.6853,12.9164,90.95,9,0,3.74
393,Abha,SA,2021-05-23 20:20:24,18.2164,42.5053,67.82,42,0,3.85
394,Aloleng,PH,2021-05-23 20:20:24,16.1307,119.7824,82.26,76,9,5.44
395,Mezen,RU,2021-05-23 20:20:24,65.8522,44.24,32.67,67,70,5.66
396,Matara,LK,2021-05-23 20:20:25,5.9485,80.5353,80.28,88,100,13.06
397,Sisimiut,GL,2021-05-23 20:20:25,66.9395,-53.6735,36.39,57,97,5.66
398,Alofi,NU,2021-05-23 20:20:16,-19.0595,-169.9187,80.49,94,40,5.75
399,Matadi,CD,2021-05-23 20:20:26,-5.8167,13.45,76.68,84,38,2.55
400,Leh,IN,2021-05-23 20:20:26,34.1667,77.5833,41.11,92,100,5.12
401,Nome,US,2021-05-23 20:20:26,64.5011,-165.4064,40.15,80,90,8.05
402,Mafra,BR,2021-05-23 20:20:27,-26.1114,-49.8053,58.93,46,0,7.76
403,Fare,PF,2021-05-23 20:20:27,-16.7,-151.0167,80.87,75,66,14.88
404,Dauphin,CA,2021-05-23 20:20:27,51.1494,-100.0502,55.54,71,90,10.36
405,Tahe,CN,2021-05-23 20:20:28,52.3333,124.7333,37.27,98,80,1.05
406,Wewak,PG,2021-05-23 20:20:28,-3.5534,143.6268,78.19,88,99,4.56
407,Caravelas,BR,2021-05-23 20:20:28,-17.7125,-39.2481,76.78,81,91,9.69
408,Tooele,US,2021-05-23 20:19:29,40.5308,-112.2983,60.3,31,75,16.91
409,Solnechnyy,RU,2021-05-23 20:20:29,50.7214,136.6319,44.96,94,90,4.32
410,Leningradskiy,RU,2021-05-23 20:20:29,69.3833,178.4167,30.58,88,91,2.46
411,Makakilo City,US,2021-05-23 20:20:29,21.3469,-158.0858,81.61,65,1,12.66
412,Dingle,PH,2021-05-23 20:20:30,10.9995,122.6711,76.87,86,0,3.91
413,Aniva,RU,2021-05-23 20:20:30,46.7144,142.5294,41.11,87,11,4.94
414,Lavrentiya,RU,2021-05-23 20:20:30,65.5833,-171.0,32.41,93,100,4.27
415,Margate,GB,2021-05-23 20:20:31,51.3813,1.3862,53.91,72,100,8.01
416,Lorengau,PG,2021-05-23 20:20:31,-2.0226,147.2712,79.59,82,79,5.23
417,Slupsk,PL,2021-05-23 20:20:31,54.4641,17.0287,44.4,90,3,7.07
418,Bowen,AU,2021-05-23 20:20:32,-20.0167,148.2333,64.71,91,11,9.93
419,Halifax,CA,2021-05-23 20:15:58,44.6453,-63.5724,62.49,90,100,5.01
420,Oxford,GB,2021-05-23 20:20:32,51.7522,-1.256,51.06,94,75,1.01
421,La Ronge,CA,2021-05-23 20:20:33,55.1001,-105.2842,59.25,51,90,11.5
422,Cockburn Town,TC,2021-05-23 20:20:33,21.4612,-71.1419,82.36,65,40,17.27
423,Yakeshi,CN,2021-05-23 20:20:33,49.2833,120.7333,34.2,86,100,16.55
424,Brae,GB,2021-05-23 20:20:34,60.3964,-1.353,48.11,69,100,9.91
425,Myitkyina,MM,2021-05-23 20:20:34,25.3833,97.4,74.43,96,35,2.3
426,Cedar City,US,2021-05-23 20:20:34,37.6775,-113.0619,59.4,19,90,21.85
427,Tura,IN,2021-05-23 20:20:35,25.5198,90.2201,79.02,69,2,3.67
428,Tarbert,GB,2021-05-23 20:20:35,55.8628,-5.4162,49.32,93,100,3.0
429,Gubkinskiy,RU,2021-05-23 20:20:35,64.434,76.5026,53.31,69,76,14.29
430,Vancouver,CA,2021-05-23 20:16:45,49.2497,-123.1193,62.26,75,90,3.0
431,Bocana De Paiwas,NI,2021-05-23 20:20:36,12.7857,-85.1227,89.82,45,96,16.98
432,Kununurra,AU,2021-05-23 20:20:36,-15.7667,128.7333,66.18,94,8,0.0
433,Maarianhamina,AX,2021-05-23 20:19:09,60.0973,19.9348,40.86,87,0,4.61
434,Itoman,JP,2021-05-23 20:20:36,26.1247,127.6694,81.37,94,20,14.97
435,Idah,NG,2021-05-23 20:20:37,7.1065,6.7342,80.85,71,93,0.83
436,Dwarka,IN,2021-05-23 20:20:37,22.2394,68.9678,84.13,76,0,13.38
437,Herford,DE,2021-05-23 20:19:08,52.1333,8.6833,55.2,71,100,5.35
438,Port Lincoln,AU,2021-05-23 20:20:37,-34.7333,135.8667,66.7,44,100,21.14
439,Nakonde,ZM,2021-05-23 20:20:38,-9.3421,32.745,51.69,93,55,5.28
440,Rawson,AR,2021-05-23 20:19:34,-43.3002,-65.1023,57.47,54,74,10.51
441,Kamenka,RU,2021-05-23 20:20:38,51.3223,42.7678,59.85,96,56,7.23
442,Luanda,AO,2021-05-23 20:17:21,-8.8368,13.2343,78.8,89,0,6.91
443,Saldanha,ZA,2021-05-23 20:20:39,-33.0117,17.9442,60.85,48,31,8.84
444,Borovoy,RU,2021-05-23 20:20:39,55.4333,86.0833,63.68,91,0,14.32
445,Celestun,MX,2021-05-23 20:20:39,20.8667,-90.4,85.44,63,100,6.22
446,Urbana,US,2021-05-23 20:20:40,40.1106,-88.2073,88.11,44,20,1.01
447,Fairbanks,US,2021-05-23 20:20:40,64.8378,-147.7164,51.1,56,20,0.0
448,Shache,CN,2021-05-23 20:20:40,38.4167,77.2406,68.88,17,100,6.13
449,Isilkul,RU,2021-05-23 20:20:41,54.9109,71.2728,64.8,81,100,4.29
450,Severomuysk,RU,2021-05-23 20:20:41,56.1481,113.4267,20.77,87,93,7.18
451,Lewiston,US,2021-05-23 20:18:17,44.1003,-70.2148,73.44,56,90,17.27
452,Roma,US,2021-05-23 20:20:42,43.2128,-75.4557,64.89,77,100,6.22
453,Marsh Harbour,BS,2021-05-23 20:20:42,26.5412,-77.0636,74.43,58,99,13.24
454,Menongue,AO,2021-05-23 20:20:43,-14.6585,17.691,57.92,51,22,4.81
455,Hirado,JP,2021-05-23 20:20:43,33.3597,129.5531,68.36,90,100,4.36
456,Lata,PT,2021-05-23 20:20:43,40.1629,-8.3327,58.82,80,7,5.12
457,Naze,JP,2021-05-23 20:20:44,28.3667,129.4833,75.63,91,75,14.05
458,Kampot,KH,2021-05-23 20:20:44,10.6167,104.1833,84.25,82,100,11.99
459,Whitehorse,CA,2021-05-23 20:17:15,60.7161,-135.0538,53.02,48,75,5.01
460,Ukhta,RU,2021-05-23 20:20:44,63.5671,53.6835,44.91,70,78,7.61
461,Nishihara,JP,2021-05-23 20:20:45,26.1842,127.7558,80.65,93,75,11.63
462,Kamiiso,JP,2021-05-23 20:20:45,41.8167,140.65,55.67,95,94,4.68
463,Pisco,PE,2021-05-23 20:20:46,-13.7,-76.2167,69.85,64,0,11.5
464,Havelock,US,2021-05-23 20:20:46,34.8791,-76.9013,95.05,39,20,4.0
465,Maryville,US,2021-05-23 20:20:46,35.7565,-83.9705,89.46,38,40,1.01
466,Moree,AU,2021-05-23 20:20:47,-29.4667,149.85,50.02,76,0,8.05
467,Okhotsk,RU,2021-05-23 20:20:47,59.3833,143.3,32.5,90,100,2.93
468,Ostrovnoy,RU,2021-05-23 20:20:47,68.0531,39.5131,33.12,67,10,2.24
469,Salalah,OM,2021-05-23 20:20:48,17.0151,54.0924,84.29,79,20,3.44
470,Chicama,PE,2021-05-23 20:20:48,-7.8447,-79.1469,66.74,66,14,8.84
471,Ewa Beach,US,2021-05-23 20:20:48,21.3156,-158.0072,83.01,62,1,12.66
472,Vila,PT,2021-05-23 20:20:49,42.0304,-8.1588,47.34,88,84,5.64
473,Vangaindrano,MG,2021-05-23 20:20:49,-23.35,47.6,66.33,82,45,2.75
474,Plerin,FR,2021-05-23 20:20:49,48.5425,-2.7798,52.2,92,90,4.0
475,Krabi,TH,2021-05-23 20:20:50,8.0726,98.9105,83.91,87,20,0.0
476,Mwinilunga,ZM,2021-05-23 20:20:50,-11.7358,24.4293,56.05,62,4,4.45
477,Abalak,RU,2021-05-23 20:20:50,58.1286,68.5944,58.26,82,100,5.44
478,Arawa,PG,2021-05-23 20:20:51,-6.2132,155.5367,76.8,89,100,3.98
479,Veraval,IN,2021-05-23 20:20:51,20.9,70.3667,83.8,79,0,12.48
480,Ostersund,SE,2021-05-23 20:20:51,63.1792,14.6357,45.05,81,90,4.61
481,Jibuti,DJ,2021-05-23 20:20:52,11.5,42.5,80.02,41,57,8.79
482,Shingu,JP,2021-05-23 20:20:52,33.7333,135.9833,62.91,74,64,4.9
483,Vardo,NO,2021-05-23 20:20:52,70.3705,31.1107,36.03,62,21,5.93
484,Nelson Bay,AU,2021-05-23 20:20:53,-32.7167,152.15,60.01,95,99,2.62
485,Republic,US,2021-05-23 20:20:53,37.12,-93.4802,84.16,80,1,8.84
486,Aras,ES,2021-05-23 20:20:53,42.5617,-2.356,54.03,56,0,4.63
487,Pitimbu,BR,2021-05-23 20:20:54,-7.4706,-34.8086,81.19,80,93,12.77
488,Chiredzi,ZW,2021-05-23 20:20:54,-21.05,31.6667,59.59,58,3,5.28
489,Pangnirtung,CA,2021-05-23 20:20:54,66.1451,-65.7125,26.6,63,75,9.22
490,Grindavik,IS,2021-05-23 20:20:55,63.8424,-22.4338,48.67,70,75,11.86
491,Suntar,RU,2021-05-23 20:20:55,62.1444,117.6319,38.37,64,11,2.95
492,Sur,OM,2021-05-23 20:20:56,22.5667,59.5289,86.25,66,0,14.0
493,Izhma,RU,2021-05-23 20:20:56,65.0083,53.9113,38.25,66,57,7.99
494,Moyale,KE,2021-05-23 20:20:56,3.5167,39.0584,71.06,62,88,7.67
495,Sioux Lookout,CA,2021-05-23 20:20:57,50.1001,-91.917,57.27,54,90,9.22
496,Sazonovo,RU,2021-05-23 20:20:57,59.0919,35.2268,50.18,93,31,9.19
497,Copiapo,CL,2021-05-23 20:19:27,-27.3667,-70.3333,58.69,20,100,5.12
498,Aitape,PG,2021-05-23 20:20:57,-3.1374,142.3475,77.92,87,100,5.19
499,La Palma,US,2021-05-23 20:20:58,33.8464,-118.0467,84.33,49,1,5.99
500,Valparaiso,CL,2021-05-23 20:18:14,-33.0393,-71.6273,70.03,39,0,10.36
501,Puerto Del Rosario,ES,2021-05-23 20:20:58,28.5004,-13.8627,67.75,64,20,26.46
502,Quesnel,CA,2021-05-23 20:20:59,52.9999,-122.5029,68.5,37,1,6.91
503,Vallenar,CL,2021-05-23 20:20:59,-28.5708,-70.7581,78.64,11,100,5.93
504,Nemuro,JP,2021-05-23 20:18:02,43.3236,145.575,43.45,96,100,4.16
505,Vila Franca Do Campo,PT,2021-05-23 20:20:59,37.7167,-25.4333,61.21,65,63,4.88
506,Nhulunbuy,AU,2021-05-23 20:21:00,-12.2333,136.7667,75.81,83,40,5.75
507,Sinjar,IQ,2021-05-23 20:21:00,36.3209,41.8754,71.69,30,0,6.4
508,Hami,CN,2021-05-23 20:19:01,42.8,93.45,64.18,17,0,5.82
509,Nampula,MZ,2021-05-23 20:21:00,-15.1165,39.2666,66.15,88,40,8.05
510,Fort Nelson,CA,2021-05-23 20:21:01,58.8053,-122.7002,63.99,29,75,4.61
511,Egvekinot,RU,2021-05-23 20:21:01,66.3167,-179.1667,30.33,87,100,4.29
512,Gorontalo,ID,2021-05-23 20:21:02,0.5412,123.0595,74.75,94,64,2.37
513,Mvomero,TZ,2021-05-23 20:21:02,-6.25,38.6667,70.56,87,46,3.24
514,Sibolga,ID,2021-05-23 20:17:19,1.7427,98.7792,76.84,90,38,3.11
515,Maralal,KE,2021-05-23 20:17:09,1.0968,36.698,62.74,73,100,5.99
516,Juegang,CN,2021-05-23 20:21:03,32.3174,121.1855,61.66,88,100,6.98
517,San Angelo,US,2021-05-23 20:21:03,31.4638,-100.437,87.64,51,75,5.01
518,Tateyama,JP,2021-05-23 20:21:04,34.9833,139.8667,66.22,85,90,6.2
519,Cruzilia,BR,2021-05-23 20:21:04,-21.8386,-44.8083,66.52,82,100,5.55
520,Gigmoto,PH,2021-05-23 20:21:04,13.7796,124.39,80.71,83,14,5.59
521,Westport,US,2021-05-23 20:21:05,41.1415,-73.3579,90.18,48,20,4.0
522,Horki,BY,2021-05-23 20:21:05,54.2861,30.9842,47.55,95,45,8.86
523,Oum Hadjer,TD,2021-05-23 20:21:05,13.2954,19.6966,91.15,10,0,10.67
524,Jalu,LY,2021-05-23 20:21:06,29.0331,21.5482,79.72,16,0,9.19
525,Loei,TH,2021-05-23 20:21:06,17.4167,101.5,69.12,84,19,4.27
526,Azuaga,ES,2021-05-23 20:21:06,38.2667,-5.6833,60.96,31,62,10.22
527,Itacoatiara,BR,2021-05-23 20:21:07,-3.1431,-58.4442,88.03,61,98,3.8
528,Bozeman,US,2021-05-23 20:21:07,45.6796,-111.0386,49.42,91,90,1.01
529,Christchurch,NZ,2021-05-23 20:20:26,-43.5333,172.6333,50.0,94,90,5.99
530,Taltal,CL,2021-05-23 20:20:20,-25.4,-70.4833,65.35,61,40,1.74
531,Jackson,US,2021-05-23 20:20:10,42.4165,-122.8345,73.15,27,1,3.44
532,San Jose,US,2021-05-23 20:21:08,37.3394,-121.895,72.45,50,20,1.99
533,Galle,LK,2021-05-23 20:21:08,6.0367,80.217,82.15,83,100,15.82
534,Dawei,MM,2021-05-23 20:21:08,14.0833,98.2,76.98,94,100,2.21
535,Akhtubinsk,RU,2021-05-23 20:21:09,48.2795,46.1722,75.29,37,33,6.91
536,Alekseyevka,RU,2021-05-23 20:18:09,50.6309,38.6903,57.47,84,100,6.33
537,Niort,FR,2021-05-23 20:21:09,46.3333,-0.3333,54.18,74,0,9.22
538,Erzin,TR,2021-05-23 20:21:09,36.9559,36.2,74.12,46,13,14.72
539,Zalegoshch,RU,2021-05-23 20:21:10,52.9008,36.8869,50.72,90,3,7.56
540,Hervey Bay,AU,2021-05-23 20:21:10,-25.2986,152.8535,62.04,89,4,3.0
541,Awjilah,LY,2021-05-23 20:21:10,29.1081,21.2869,80.28,16,0,9.24
542,Ulaanbaatar,MN,2021-05-23 20:21:11,47.9077,106.8832,28.53,80,40,4.9
543,Erattupetta,IN,2021-05-23 20:21:11,9.7,76.7833,78.1,96,100,1.59
544,Amahai,ID,2021-05-23 20:21:11,-3.3333,128.9167,78.03,88,100,3.47
545,Svetlogorsk,BY,2021-05-23 20:21:12,52.6333,29.7333,50.47,91,91,5.41
546,Faanui,PF,2021-05-23 20:21:12,-16.4833,-151.75,81.34,76,68,16.42
547,Comodoro Rivadavia,AR,2021-05-23 20:21:12,-45.8667,-67.5,60.66,51,0,17.27
548,Karratha,AU,2021-05-23 20:21:13,-20.7377,116.8463,72.97,59,87,9.93
549,Alanya,TR,2021-05-23 20:21:13,36.5438,31.9998,68.13,58,0,2.86
550,Gaoua,BF,2021-05-23 20:21:13,10.2992,-3.2508,91.2,37,39,7.4
551,Tamandare,BR,2021-05-23 20:21:14,-8.7597,-35.1047,77.95,76,1,6.71
552,Suoyarvi,RU,2021-05-23 20:21:14,62.0833,32.35,50.23,95,100,9.69
553,Cairns,AU,2021-05-23 20:21:15,-16.9167,145.7667,71.55,91,90,10.36
554,Nioro,GM,2021-05-23 20:21:15,13.35,-15.75,85.69,31,46,13.18
555,Le Port,RE,2021-05-23 20:21:15,-20.9373,55.2919,73.36,70,35,1.92
556,Cintalapa,MX,2021-05-23 20:21:16,16.6951,-93.7272,84.97,54,57,10.13
557,Santa Cruz Do Capibaribe,BR,2021-05-23 20:21:16,-7.9575,-36.2047,79.09,51,9,10.67
558,Concarneau,FR,2021-05-23 20:21:16,47.875,-3.9225,54.05,89,100,13.58
559,La Crosse,US,2021-05-23 20:21:17,43.8014,-91.2396,78.58,79,75,3.0
560,Sokolo,ML,2021-05-23 20:21:17,14.7328,-6.1219,99.81,17,34,3.13
561,Natal,BR,2021-05-23 20:21:17,-5.795,-35.2094,82.62,78,40,11.7
562,Tautira,PF,2021-05-23 20:21:18,-17.7333,-149.15,84.22,75,58,8.63
563,Darhan,MN,2021-05-23 20:21:18,49.4867,105.9228,38.1,59,9,4.34
564,Yar-Sale,RU,2021-05-23 20:21:18,66.8333,70.8333,49.08,74,57,22.79
565,Casablanca,MA,2021-05-23 20:18:09,33.5928,-7.6192,64.33,48,0,13.0
566,La Primavera,CO,2021-05-23 20:21:19,5.4906,-70.4092,88.29,61,69,4.32
567,Cumana,VE,2021-05-23 20:21:19,10.4635,-64.1775,84.29,82,85,12.55
568,Yenagoa,NG,2021-05-23 20:21:20,4.9247,6.2642,78.42,86,93,4.92
569,Boa Vista,BR,2021-05-23 20:21:16,2.8197,-60.6733,91.38,52,75,10.36
570,Loa Janan,ID,2021-05-23 20:21:20,-0.583,117.095,74.71,92,96,1.41
571,Jizan,SA,2021-05-23 20:21:20,17.3333,42.6667,86.94,34,0,2.71
572,Kalmunai,LK,2021-05-23 20:21:21,7.4167,81.8167,80.1,82,97,6.51
573,Masasi,TZ,2021-05-23 20:21:21,-10.7167,38.8,67.14,73,89,3.09
574,Santa Maria Da Vitoria,BR,2021-05-23 20:21:21,-13.3947,-44.1886,89.64,27,98,2.04
575,Bara,NG,2021-05-23 20:21:22,10.3744,10.7288,86.5,48,99,11.5
